Location;HM;H;M
101302: Pedrógão Grande;2256;1056;1200
101303: Vila Facaia;537;268;269
1015: Pombal;51178;24334;26844
101501: Abiul;2235;977;1258
101503: Almagreira;2774;1303;1471
101504: Carnide;1621;789;832
101505: Carriço;3329;1620;1709
101506: Louriçal;4207;1997;2210
101515: Meirinhas;1649;797;852
101508: Pelariga;2012;946;1066
101509: Pombal;16890;8025;8865
101510: Redinha;1866;878;988
101518: União das freguesias de Guia, Ilha e Mata Mourisca;6045;2965;3080
101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;4713;2223;2490
101513: Vermoil;2436;1176;1260
101514: Vila Cã;1401;638;763
1016: Porto de Mós;23211;11266;11945
101602: Alqueidão da Serra;1549;769;780
101605: Calvaria de Cima;2480;1212;1268
101606: Juncal;3198;1530;1668
101608: Mira de Aire;3481;1660;1821
101609: Pedreiras;2547;1232;1315
101614: Porto de Mós - São João Baptista e São Pedro;6005;2941;3064
101610: São Bento;750;352;398
101613: Serro Ventoso;894;449;445
101615: União das freguesias de Alvados e Alcaria;732;332;400
101616: União das freguesias de Arrimal e Mendiga;1575;789;786
16G: Viseu Dão Lafões;252984;119373;133611
0901: Aguiar da Beira;5228;2456;2772
090102: Carapito;423;211;212
090103: Cortiçada;313;154;159
090105: Dornelas;667;313;354
090106: Eirado;181;79;102
090107: Forninhos;208;100;108
090109: Pena Verde;715;321;394
090110: Pinheiro;230;108;122
090114: União das freguesias de Aguiar da Beira e Coruche;1784;835;949
090115: União das freguesias de Sequeiros e Gradiz;345;162;183
090116: União das freguesias de Souto de Aguiar da Beira e Valverde;362;173;189
1802: Carregal do Sal;9048;4234;4814
180201: Beijós;816;403;413
180202: Cabanas de Viriato;1459;647;812
180204: Oliveira do Conde;2802;1309;1493
180206: Parada;741;342;399
180208: Carregal do Sal;3230;1533;1697
1803: Castro Daire;13753;6542;7211
180301: Almofala;222;107;115
180303: Cabril;336;156;180
180304: Castro Daire;4564;2156;2408
180305: Cujó;245;115;130
180309: Gosende;369;170;199
180312: Mões;1692;811;881
180313: Moledo;1049;491;558
180314: Monteiras;404;197;207
180317: Pepim;245;119;126
180319: Pinheiro;669;323;346
180322: São Joaninho;348;165;183
180323: União das freguesias de Mamouros, Alva e Ribolhos;1191;561;630
180324: União das freguesias de Mezio e Moura Morta;533;264;269
180325: União das freguesias de Parada de Ester e Ester;745;365;380
180326: União das freguesias de Picão e Ermida;416;194;222
180327: União das freguesias de Reriz e Gafanhão;725;348;377
1806: Mangualde;18294;8722;9572
180601: Abrunhosa-a-Velha;440;208;232
180602: Alcafache;811;381;430
180605: Cunha Baixa;801;378;423
180606: Espinho;951;476;475
180607: Fornos de Maceira Dão;1306;626;680
180608: Freixiosa;231;103;128
180614: Quintela de Azurara;506;236;270
180616: São João da Fresta;170;72;98
180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;9852;4704;5148
180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;728;350;378
180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1220;577;643
180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);1278;611;667
1809: Nelas;13124;6188;6936
180901: Canas de Senhorim;3334;1580;1754
180908: Lapa do Lobo;681;298;383
180903: Nelas;4638;2224;2414
180905: Senhorim;1018;454;564
180910: União das freguesias de Carvalhal Redondo e Aguieira;1373;649;724
180911: União das freguesias de Santar e Moreira;1410;661;749
180906: Vilar Seco;670;322;348
1810: Oliveira de Frades;9510;4554;4956
181002: Arcozelo das Maias;1221;570;651
181005: Pinheiro;1115;545;570
181007: Ribeiradio;859;402;457
181008: São João da Serra;409;190;219
181009: São Vicente de Lafões;749;353;396
181013: União das freguesias de Arca e Varzielas;559;285;274
181014: União das freguesias de Destriz e Reigoso;588;267;321
181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;4010;1942;2068
1811: Penalva do Castelo;7340;3512;3828
181102: Castelo de Penalva;815;386;429
181103: Esmolfe;381;183;198
181104: Germil;435;213;222
181105: Ínsua;2049;970;1079
181106: Lusinde;190;97;93
181109: Pindo;1719;838;881
181110: Real;244;116;128
181111: Sezures;606;297;309
181112: Trancozelos;247;107;140
181114: União das freguesias de Antas e Matela;403;185;218
181115: União das freguesias de Vila Cova do Covelo/Mareco;251;120;131
1814: Santa Comba Dão;10642;5016;5626
181403: Pinheiro de Ázere;830;386;444
181405: São Joaninho;1013;467;546
181406: São João de Areias;1721;827;894
181410: União das freguesias de Ovoa e Vimieiro;1479;705;774
181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;4407;2064;2343
181412: União das freguesias de Treixedo e Nagozela;1192;567;625
1816: São Pedro do Sul;15139;7149;7990
181602: Bordonhos;509;260;249
181606: Figueiredo de Alva;721;351;370
181607: Manhouce;466;207;259
181608: Pindelo dos Milagres;571;259;312
181609: Pinho;654;306;348
181612: São Félix;364;177;187
181615: Serrazes;889;413;476
181616: Sul;877;414;463
181620: União das freguesias de Carvalhais e Candal;1413;695;718
181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;1385;659;726
181622: União das freguesias de São Martinho das Moitas e Covas do Rio;258;116;142
181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;5498;2576;2922
181617: Valadares;661;299;362
181619: Vila Maior;873;417;456
1817: Sátão;11026;5205;5821
181702: Avelal;490;213;277
181704: Ferreira de Aves;1825;873;952
181706: Mioma;1167;569;598
181707: Rio de Moinhos;788;361;427
181709: São Miguel de Vila Boa;1220;598;622
181710: Sátão;3821;1761;2060
181711: Silvã de Cima;425;224;201
181713: União das freguesias de Águas Boas e Forles;227;107;120
181714: União das freguesias de Romãs, Decermilo e Vila Longa;1063;499;564
1821: Tondela;25939;12246;13693
182102: Campo de Besteiros;1319;621;698
182103: Canas de Santa Maria;1606;775;831
182105: Castelões;1414;656;758
182106: Dardavaz;706;346;360
182107: Ferreirós do Dão;356;169;187
182108: Guardão;1227;560;667
182109: Lajeosa do Dão;1540;737;803
182110: Lobão da Beira;1003;476;527
182111: Molelos;2230;1051;1179
182116: Parada de Gonta;619;287;332
182118: Santiago de Besteiros;1147;539;608
182122: Tonda;896;422;474
182127: União das freguesias de Barreiro de Besteiros e Tourigo;1200;572;628
182128: União das freguesias de Caparrosa e Silvares;821;388;433
182129: União das freguesias de Mouraz e Vila Nova da Rainha;1295;609;686
182130: União das freguesias de São João do Monte e Mosteirinho;779;384;395
182131: União das freguesias de São Miguel do Outeiro e Sabugosa;1214;577;637
182132: União das freguesias de Tondela e Nandufe;5222;2449;2773
182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;1345;628;717
1822: Vila Nova de Paiva;4660;2232;2428
182203: Pendilhe;494;238;256
182204: Queiriga;522;244;278
182205: Touro;819;390;429
182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;1884;909;975
182206: Vila Cova à Coelheira;941;451;490
1823: Viseu;99693;46803;52890
182301: Abraveses;8356;3964;4392
182304: Bodiosa;2840;1366;1474
182305: Calde;1271;600;671
182306: Campo;4806;2320;2486
182307: Cavernães;1337;627;710
182310: Cota;796;363;433
182315: Fragosela;2533;1209;1324
182316: Lordosa;1644;730;914
182318: Mundão;2412;1189;1223
182319: Orgens;3668;1777;1891
182320: Povolide;1582;745;837
182321: Ranhados;5885;2751;3134
182322: Ribafeita;1084;502;582
182323: Rio de Loba;9018;4389;4629
182325: Santos Evos;1477;680;797
182327: São João de Lourosa;4696;2262;2434
182329: São Pedro de France;1219;579;640
182317: Silgueiros;2957;1370;1587
182335: União das freguesias de Barreiros e Cepões;1395;661;734
182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;2361;1093;1268
182337: Coutos de Viseu;1500;710;790
182338: Fail e Vila Chã de Sá;2514;1228;1286
182339: Repeses e São Salvador;6766;3203;3563
182340: São Cipriano e Vil de Souto;1700;800;900
182341: Viseu;25876;11685;14191
1824: Vouzela;9588;4514;5074
182401: Alcofra;910;433;477
182403: Campia;1437;678;759
182407: Fornelo do Monte;255;121;134
182409: Queirã;1228;578;650
182410: São Miguel do Mato;808;378;430
182413: União das freguesias de Cambra e Carvalhal de Vermilhas;1363;662;701
182414: União das freguesias de Fataunços e Figueiredo das Donas;989;469;520
182415: União das freguesias de Vouzela e Paços de Vilharigues;1920;887;1033
182411: Ventosa;678;308;370
16H: Beira Baixa;80710;38349;42361
0502: Castelo Branco;52272;24670;27602
050201: Alcains;4611;2218;2393
050202: Almaceda;511;239;272
050203: Benquerenças;638;304;334
050205: Castelo Branco;34456;16215;18241
050211: Lardosa;887;409;478
050212: Louriçal do Campo;556;272;284
050214: Malpica do Tejo;382;194;188
050216: Monforte da Beira;319;159;160
050220: Salgueiro do Campo;777;343;434
050221: Santo André das Tojeiras;588;283;305
050222: São Vicente da Beira;958;470;488
050223: Sarzedas;1017;475;542
050225: Tinalhas;516;248;268
050226: União das freguesias de Cebolais de Cima e Retaxo;1609;740;869
050227: União das freguesias de Escalos de Baixo e Mata;1038;492;546
050228: União das freguesias de Escalos de Cima e Lousa;1259;599;660
050229: União das freguesias de Freixial e Juncal do Campo;668;310;358
050230: União das freguesias de Ninho do Açor e Sobral do Campo;621;295;326
050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;861;405;456
0505: Idanha-a-Nova;8340;3990;4350
050502: Aldeia de Santa Margarida;201;105;96
050505: Ladoeiro;1052;501;551
050506: Medelim;227;107;120
050509: Oledo;284;139;145
050510: Penha Garcia;547;267;280
050511: Proença-a-Velha;187;89;98
050512: Rosmaninhal;436;219;217
050514: São Miguel de Acha;514;251;263
050516: Toulões;226;105;121
050518: União das freguesias de Idanha-a-Nova e Alcafozes;2386;1132;1254
050519: União das freguesias de Monfortinho e Salvaterra do Extremo;507;233;274
050520: União das freguesias de Monsanto e Idanha-a-Velha;766;358;408
050521: União das freguesias de Zebreira e Segura;1007;484;523
0506: Oleiros;4900;2325;2575
050601: Álvaro;225;102;123
050603: Cambas;251;123;128
050613: Estreito-Vilar Barroco;833;398;435
050605: Isna;151;74;77
050606: Madeirã;154;74;80
050607: Mosteiro;261;121;140
050614: Oleiros-Amieira;2081;994;1087
050609: Orvalho;640;287;353
050610: Sarnadas de São Simão;167;79;88
050611: Sobral;137;73;64
0507: Penamacor;4764;2336;2428
050704: Aranhas;319;165;154
050706: Benquerença;463;229;234
050707: Meimão;238;122;116
050708: Meimoa;307;144;163
050710: Penamacor;1445;700;745
050711: Salvador;320;163;157
050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;876;429;447
050714: União das freguesias de Pedrógão de São Pedro e Bemposta;572;290;282
050712: Vale da Senhora da Póvoa;224;94;130
0508: Proença-a-Nova;7147;3465;3682
050802: Montes da Senhora;622;289;333
050805: São Pedro do Esteval;407;205;202
050807: União das freguesias de Proença-a-Nova e Peral;4486;2174;2312
050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1632;797;835
0511: Vila Velha de Ródão;3287;1563;1724
051101: Fratel;499;230;269
051102: Perais;440;223;217
051103: Sarnadas de Ródão;592;285;307
051104: Vila Velha de Ródão;1756;825;931
16I: Médio Tejo;228744;108315;120429
1401: Abrantes;34351;16396;17955
140104: Bemposta;1458;703;755
140119: Carvalhal;530;261;269
140118: Fontes;469;218;251
140105: Martinchel;491;248;243
140106: Mouriscas;1478;703;775
140107: Pego;2171;1038;1133
140108: Rio de Moinhos;951;457;494
140115: Tramagal;2842;1320;1522
140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;16138;7659;8479
140121: União das freguesias de Aldeia do Mato e Souto;674;329;345
140122: União das freguesias de Alvega e Concavada;1772;865;907
140123: União das freguesias de São Facundo e Vale das Mós;1266;641;625
140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;4111;1954;2157
1402: Alcanena;12478;5998;6480
140202: Bugalhos;961;479;482
140206: Minde;2907;1354;1553
140207: Moitas Venda;781;371;410
140208: Monsanto;702;352;350
140209: Serra de Santo António;634;310;324
140211: União das freguesias de Alcanena e Vila Moreira;4857;2326;2531
140212: União das freguesias de Malhou, Louriceira e Espinheiro;1636;806;830
1408: Constância;3801;1820;1981
140801: Constância;958;449;509
140802: Montalvo;1242;602;640
140803: Santa Margarida da Coutada;1601;769;832
1410: Entroncamento;20140;9494;10646
141002: Nossa Senhora de Fátima;12851;6154;6697
141001: São João Baptista;7289;3340;3949
1411: Ferreira do Zêzere;7803;3690;4113
141101: Águas Belas;1138;566;572
141103: Beco;755;347;408
141104: Chãos;465;216;249
141106: Ferreira do Zêzere;2314;1080;1234
141107: Igreja Nova do Sobral;584;287;297
141110: Nossa Senhora do Pranto;995;479;516
141111: União das freguesias de Areias e Pias;1552;715;837
1413: Mação;6417;3066;3351
141302: Amêndoa;391;196;195
141303: Cardigos;967;460;507
141304: Carvoeiro;518;262;256
141305: Envendos;809;379;430
141307: Ortiga;534;260;274
141309: União das freguesias de Mação, Penhascoso e Aboboreira;3198;1509;1689
1421: Ourém;44576;20894;23682
142101: Alburitel;1064;506;558
142102: Atouguia;2091;1007;1084
142104: Caxarias;2135;1063;1072
142105: Espite;985;450;535
142106: Fátima;13224;5932;7292
142115: Nossa Senhora da Piedade;7258;3428;3830
142111: Nossa Senhora das Misericórdias;4651;2269;2382
142113: Seiça;1883;891;992
142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;3233;1520;1713
142120: União das freguesias de Gondemaria e Olival;2737;1312;1425
142121: União das freguesias de Matas e Cercal;1618;782;836
142122: União das freguesias de Rio de Couros e Casal dos Bernardos;2294;1064;1230
142114: Urqueira;1403;670;733
1417: Sardoal;3526;1699;1827
141701: Alcaravela;781;374;407
141702: Santiago de Montalegre;208;93;115
141703: Sardoal;2160;1060;1100
141704: Valhascos;377;172;205
0509: Sertã;14748;7084;7664
050901: Cabeçudo;906;462;444
050902: Carvalhal;493;228;265
050903: Castelo;946;457;489
050911: Pedrógão Pequeno;704;335;369
050912: Sertã;6019;2873;3146
050913: Troviscal;692;341;351
050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;3365;1623;1742
050916: União das freguesias de Cumeada e Marmeleiro;659;304;355
050917: União das freguesias de Ermida e Figueiredo;337;157;180
050914: Várzea dos Cavaleiros;627;304;323
1418: Tomar;36444;17077;19367
141802: Asseiceira;2441;1148;1293
141804: Carregueiros;1067;515;552
141808: Olalhas;1219;595;624
141809: Paialvo;2236;1041;1195
141814: Sabacheira;844;385;459
141813: São Pedro de Tomar;2681;1325;1356
141817: União das freguesias de Além da Ribeira e Pedreira;1081;501;580
141818: União das freguesias de Casais e Alviobeira;2530;1194;1336
141819: União das freguesias de Madalena e Beselga;3426;1684;1742
141820: União das freguesias de Serra e Junceira;1972;938;1034
141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;16947;7751;9196
1419: Torres Novas;34149;16254;17895
141902: Assentiz;2603;1263;1340
141904: Chancelaria;1429;685;744
141917: Meia Via;1672;815;857
141909: Pedrógão;1757;822;935
141910: Riachos;4992;2368;2624
141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;2601;1260;1341
141919: União das freguesias de Olaia e Paço;2022;1005;1017
141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);8087;3822;4265
141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;8044;3764;4280
141916: Zibreira;942;450;492
0510: Vila de Rei;3276;1531;1745
051001: Fundada;551;262;289
051002: São João do Peso;132;51;81
051003: Vila de Rei;2593;1218;1375
1420: Vila Nova da Barquinha;7035;3312;3723
142001: Atalaia;1738;814;924
142002: Praia do Ribatejo;1453;671;782
142003: Tancos;191;106;85
142006: Vila Nova da Barquinha;3653;1721;1932
16J: Beiras e Serra da Estrela;210665;99936;110729
0902: Almeida;5882;2751;3131
090203: Almeida;1146;537;609
090207: Castelo Bom;172;72;100
090209: Freineda;188;88;100
090210: Freixo;168;77;91
090213: Malhada Sorda;255;105;150
090219: Nave de Haver;296;132;164
090224: São Pedro de Rio Seco;154;74;80
090230: União das freguesias de Amoreira, Parada e Cabreira;307;151;156
090231: União das freguesias de Azinhal, Peva e Valverde;261;117;144
090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;205;88;117
090233: União das freguesias de Junça e Naves;172;87;85
090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;153;67;86
090235: União das freguesias de Malpartida e Vale de Coelha;181;87;94
090236: União das freguesias de Miuzela e Porto de Ovelha;279;144;135
090227: Vale da Mula;159;76;83
090229: Vilar Formoso;1786;849;937
0501: Belmonte;6204;2960;3244
050102: Caria;1747;848;899
050104: Inguias;606;306;300
050105: Maçainhas;312;149;163
050106: União das freguesias de Belmonte e Colmeal da Torre;3539;1657;1882
0903: Celorico da Beira;6582;3102;3480
090302: Baraçal;194;92;102
090304: Carrapichana;180;82;98
090322: Casas do Soeiro;469;231;238
090306: Forno Telheiro;598;286;312
090307: Lajeosa do Mondego;628;302;326
090308: Linhares;212;99;113
090309: Maçal do Chão;143;75;68
090310: Mesquitela;202;96;106
090311: Minhocal;141;69;72
090312: Prados;146;66;80
090314: Ratoeira;245;107;138
090323: União das freguesias de Açores e Velosa;427;200;227
090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;2065;965;1100
090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;362;169;193
090326: União das freguesias de Rapa e Cadafaz;242;115;127
090318: Vale de Azares;328;148;180
0503: Covilhã;46453;22057;24396
050302: Aldeia de São Francisco de Assis;490;228;262
050305: Boidobra;3173;1560;1613
050308: Cortes do Meio;748;355;393
050309: Dominguizo;1018;506;512
050310: Erada;574;292;282
050311: Ferro;1552;756;796
050312: Orjais;663;323;340
050314: Paul;1365;647;718
050315: Peraboa;817;362;455
050318: São Jorge da Beira;501;238;263
050322: Sobral de São Miguel;294;135;159
050324: Tortosendo;5219;2520;2699
050325: Unhais da Serra;1050;490;560
050332: União das freguesias de Barco e Coutada;724;329;395
050333: União das freguesias de Cantar-Galo e Vila do Carvalho;3211;1548;1663
050334: União das freguesias de Casegas e Ourondo;598;262;336
050335: União das freguesias de Covilhã e Canhoso;18208;8515;9693
050336: União das freguesias de Peso e Vales do Rio;1255;597;658
050337: União das freguesias de Teixoso e Sarzedo;3877;1851;2026
050338: União das freguesias de Vale Formoso e Aldeia do Souto;616;284;332
050327: Verdelhos;500;259;241
0904: Figueira de Castelo Rodrigo;5150;2455;2695
090403: Castelo Rodrigo;467;230;237
090406: Escalhão;568;268;300
090408: Figueira de Castelo Rodrigo;1955;935;1020
090410: Mata de Lobos;287;134;153
090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;431;200;231
090419: União das freguesias de Almofala e Escarigo;180;74;106
090420: União das freguesias de Cinco Vilas e Reigada;320;155;165
090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;387;190;197
090422: União das freguesias do Colmeal e Vilar Torpim;195;100;95
090415: Vermiosa;360;169;191
0905: Fornos de Algodres;4398;2031;2367
090501: Algodres;290;133;157
090502: Casal Vasco;218;91;127
090504: Figueiró da Granja;343;168;175
090505: Fornos de Algodres;1430;644;786
090507: Infias;261;127;134
090509: Maceira;245;119;126
090510: Matança;214;91;123
090511: Muxagata;223;112;111
090512: Queiriz;227;105;122
090517: União das freguesias de Cortiçô e Vila Chã;166;74;92
090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;554;253;301
090519: União das freguesias de Sobral Pichorro e Fuinhas;227;114;113
0504: Fundão;26521;12728;13793
050401: Alcaide;583;287;296
050402: Alcaria;1102;538;564
050403: Alcongosta;416;198;218
050406: Alpedrinha;932;450;482
050408: Barroca;376;180;196
050410: Bogas de Cima;328;147;181
050411: Capinha;411;191;220
050412: Castelejo;560;265;295
050413: Castelo Novo;351;170;181
050431: Enxames;435;215;220
050416: Fatela;457;210;247
050419: Lavacolhos;180;93;87
050420: Orca;539;263;276
050421: Pêro Viseu;645;307;338
050424: Silvares;971;480;491
050425: Soalheira;856;409;447
050426: Souto da Casa;744;335;409
050427: Telhado;578;282;296
050432: Três Povos;739;344;395
050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;12653;6110;6543
050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;425;199;226
050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;1039;491;548
050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1201;564;637
0906: Gouveia;12221;5706;6515
090602: Arcozelo;570;253;317
090603: Cativelos;610;283;327
090605: Folgosinho;442;206;236
090625: Gouveia;3151;1427;1724
090612: Nespereira;659;319;340
090613: Paços da Serra;501;244;257
090614: Ribamondego;263;121;142
090617: São Paio;699;342;357
090623: União das freguesias de Aldeias e Mangualde da Serra;423;190;233
090624: União das freguesias de Figueiró da Serra e Freixo da Serra;378;163;215
090626: União das freguesias de Melo e Nabais;800;402;398
090627: União das freguesias de Moimenta da Serra e Vinhó;1071;512;559
090628: União das freguesias de Rio Torto e Lagarinhos;745;342;403
090619: Vila Cortês da Serra;202;102;100
090620: Vila Franca da Serra;239;111;128
090621: Vila Nova de Tazem;1468;689;779
0907: Guarda;40155;19127;21028
090766: Adão;260;127;133
090703: Aldeia do Bispo;199;89;110
090704: Aldeia Viçosa;267;123;144
090705: Alvendre;186;92;94
090706: Arrifana;556;277;279
090708: Avelãs da Ribeira;142;63;79
090709: Benespera;281;133;148
090711: Casal de Cinza;484;242;242
090712: Castanheira;299;144;155
090713: Cavadoude;243;124;119
090714: Codesseiro;161;74;87
090716: Faia;180;77;103
090717: Famalicão;458;217;241
090718: Fernão Joanes;186;79;107
090757: Gonçalo;959;451;508
090721: Gonçalo Bocas;205;103;102
090758: Guarda;26471;12570;13901
090759: Jarmelo São Miguel;278;130;148
090760: Jarmelo São Pedro;276;142;134
090722: João Antão;126;60;66
090723: Maçainhas;978;479;499
090724: Marmeleiro;297;145;152
090725: Meios;150;81;69
090728: Panoias de Cima;569;290;279
090729: Pega;121;53;68
090730: Pêra do Moço;791;381;410
090732: Porto da Carne;337;156;181
090734: Ramela;181;96;85
090738: Santana da Azinha;529;228;301
090744: Sobral da Serra;213;103;110
090761: União de freguesias de Avelãs de Ambom e Rocamondo;154;73;81
090762: União de freguesias de Corujeira e Trinta;409;199;210
090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;200;94;106
090764: União de freguesias de Pousade e Albardo;214;99;115
090765: União de freguesias de Rochoso e Monte Margarida;210;85;125
090746: Vale de Estrela;355;168;187
090747: Valhelhas;303;152;151
090748: Vela;424;184;240
090749: Videmonte;386;180;206
090750: Vila Cortês do Mondego;283;133;150
090751: Vila Fernando;396;217;179
090752: Vila Franca do Deão;134;69;65
090753: Vila Garcia;304;145;159
0908: Manteigas;2909;1352;1557
090802: Manteigas (Santa Maria);1250;595;655
090803: Manteigas (São Pedro);1177;534;643
090801: Sameiro;274;129;145
090804: Vale de Amoreira;208;94;114
0909: Mêda;4632;2198;2434
090901: Aveloso;184;86;98
090902: Barreira;165;81;84
090905: Coriscada;177;90;87
090907: Longroiva;218;96;122
090908: Marialva;177;87;90
090912: Poço do Canto;331;159;172
090914: Rabaçal;223;109;114
090915: Ranhados;234;115;119
090917: Mêda, Outeiro de Gatos e Fonte Longa;2398;1136;1262
090918: Prova e Casteição;271;126;145
090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;254;113;141
0910: Pinhel;8099;3878;4221
091028: Agregação das freguesias Sul de Pinhel;360;179;181
091032: Alto do Palurdo;192;93;99
091029: Alverca da Beira/Bouça Cova;420;199;221
091009: Ervedosa;137;67;70
091010: Freixedas;734;337;397
091012: Lamegal;209;102;107
091013: Lameiras;200;94;106
091014: Manigoto;150;68;82
091015: Pala;415;187;228
091017: Pinhel;3297;1587;1710
091018: Pínzio;366;164;202
091024: Souro Pires;473;234;239
091030: Terras de Massueime;205;106;99
091035: União das freguesias de Atalaia e Safurdão;200;101;99
091031: Valbom/Bogalhal;193;90;103
091033: Vale do Côa;175;84;91
091034: Vale do Massueime;217;107;110
091027: Vascoveiro;156;79;77
0911: Sabugal;11281;5324;5957
091101: Águas Belas;167;80;87
091103: Aldeia da Ponte;262;125;137
091102: Aldeia do Bispo;237;104;133
091106: Aldeia Velha;415;190;225
091107: Alfaiates;360;176;184
091109: Baraçal;208;107;101
091110: Bendada;473;215;258
091111: Bismula;190;90;100
091112: Casteleiro;311;145;166
091113: Cerdeira;188;85;103
091114: Fóios;310;149;161
091118: Malcata;321;142;179
091120: Nave;230;108;122
091123: Quadrazais;380;187;193
091124: Quintas de São Bartolomeu;172;87;85
091125: Rapoula do Côa;268;134;134
091126: Rebolosa;205;94;111
091127: Rendo;212;99;113
091133: Sortelha;320;157;163
091134: Souto;1143;543;600
091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;267;136;131
091142: União das freguesias de Lajeosa e Forcalhos;221;99;122
091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;388;182;206
091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;195;87;108
091146: União das freguesias de Santo Estêvão e Moita;327;145;182
091147: União das freguesias de Seixo do Côa e Vale Longo;182;95;87
091145: União das freguesias do Sabugal e Aldeia de Santo António;2608;1236;1372
091136: Vale de Espinho;308;139;169
091138: Vila Boa;236;116;120
091139: Vila do Touro;177;72;105
0912: Seia;21759;10281;11478
091201: Alvoco da Serra;333;156;177
091205: Girabolhos;241;122;119
091207: Loriga;846;425;421
091208: Paranhos;1263;595;668
091209: Pinhanços;729;344;385
091210: Sabugueiro;403;198;205
091212: Sandomil;745;345;400
091213: Santa Comba;724;342;382
091216: Santiago;1162;551;611
091219: Sazes da Beira;245;110;135
091221: Teixeira;146;71;75
091224: Travancinha;388;176;212
091230: União das freguesias de Carragozela e Várzea de Meruge;548;255;293
091231: União das freguesias de Sameice e Santa Eulália;508;244;264
091232: União das freguesias de Santa Marinha e São Martinho;1365;640;725
091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;8708;4076;4632
091234: União das freguesias de Torrozelo e Folhadosa;707;319;388
091235: União das freguesias de Tourais e Lajes;1533;739;794
091236: União das freguesias de Vide e Cabeça;569;279;290
091225: Valezim;242;113;129
091228: Vila Cova à Coelheira;354;181;173
0913: Trancoso;8419;3986;4433
091301: Aldeia Nova;276;130;146
091303: Castanheira;165;92;73
091304: Cogula;168;74;94
091305: Cótimos;187;89;98
091307: Fiães;180;92;88
091309: Granja;109;51;58
091310: Guilheiro;126;68;58
091311: Moimentinha;174;79;95
091312: Moreira de Rei;412;197;215
091313: Palhais;154;71;83
091314: Póvoa do Concelho;249;120;129
091315: Reboleiro;247;101;146
091316: Rio de Mel;279;136;143
091321: Tamanhos;175;79;96
091330: União das freguesias de Freches e Torres;450;205;245
091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;345;176;169
091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;3192;1505;1687
091333: União das freguesias de Vale do Seixo e Vila Garcia;187;85;102
091334: União das freguesias de Vila Franca das Naves e Feital;879;434;445
091335: União das freguesias de Vilares e Carnicães;306;133;173
091325: Valdujo;159;69;90
17: Área Metropolitana de Lisboa;2871133;1349870;1521263
170: Área Metropolitana de Lisboa;2871133;1349870;1521263
1502: Alcochete;19148;9211;9937
150201: Alcochete;13231;6358;6873
150202: Samouco;3347;1594;1753
150203: São Francisco;2570;1259;1311
1503: Almada;177400;83199;94201
150303: Costa da Caparica;14038;6656;7382
150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;48572;22083;26489
150313: União das freguesias de Caparica e Trafaria;26357;12452;13905
